word,Category
තඩි,['Gender']
තඩියා,['Gender']
තම්බයියාගේ,['Gender']
තම්බි,['Gender']
තම්බින්ට,['Religion']
තම්බියා,['Gender']
තම්බියෙක්වත්,['Gender']
තමුසෙ,['Gender']
තමුසෙල,['Gender']
තලාගන්නැතිව,['Other']
තවුසේ,['Gender']
තවුසේට,['Gender']
තියං,['Gender']
තියන්න,['Gender']
තිරිසන්නු,['Gender']
තිරිසන්නුන්ගේ,['Gender']
තිරිසනෙක්,['Gender']
තුක්,['Gender']
තුට්ටු,['Gender']
තුහ්,['Gender']
තූ,['Gender']
තො,['Gender']
තොගෙ,['Gender']
තොගේ,['Gender']
තොට,['Gender']
තොත්,['Gender']
තොනෙ,['Gender']
තොපි,['Gender']
තොපිට,['Gender']
තොපිටනම්,['Gender']
තොපිම,['Gender']
තොපිල,['Gender']
තොපිලගේ,['Gender']
තොපිලා,['Gender']
තොපෙ,['Gender']
තොපේ,['Gender']
තෝ,['Gender']
තෝත්,['Gender']
තෝව,['Gender']
තෝවා,['Gender']
දාන්න,['Gender']
දිය,['Gender']
දීදී,['Gender']
දීපල්ලා,['Gender']
දුවන්නේ,['Gender']
දෙක,['Gender']
දෙකත්,['Gender']
දෙකයි,['Gender']
දෙකෙන්,['Gender']
දෙකේ,['Gender']
දෙන,['Gender']
දෙනවා,['Gender']
දෙන්න,['Gender']
දෙපරන්ද,['Gender']
දේශපාලන කුක්කා,['Politics']
දේශපාලුවන්,['Gender']
දේශපාලුවෝ,['Gender']
දේශපාළුවොද,['Gender']
නදකින්,['Gender']
නන්නානේ,['Gender']
නපුංසකයන්,['Gender']
නපුන්සකයා,['Gender']
නපුන්සකයින්,['Gender']
නවත්තපියකෝ,['Gender']
න්නයාගේ,['Gender']
නාකි,['Gender']
නාකිච්චි,['Gender']
නාකියා,['Gender']
නැ,['Gender']
නැට්ට,['Gender']
නැති,['Gender']
නැමෙයි,['Gender']
නියාලු,['Gender']
නිවට,['Gender']
නිළිය,['Gender']
නෙදකින්,['Gender']
නෙදකු,['Gender']
නෙද්දකින්,['Gender']
නෙමෙයිනේ,['Gender']
නෙව්ස්,['Gender']
නොදකින්,"['Other', 'Gender']"
නොදමකින්,['Gender']
නොද්දකින්,['Gender']
නොදී,['Gender']
නොදොමකින්,['Gender']
නොදෝමකින්,['Gender']
ප,['Gender']
පක,['Gender']
පකඩ,['Gender']
පකය,['Gender']
පකයට,['Gender']
පකයව,['Gender']
පකයා,['Gender']
පකයින්ගෙන්,['Gender']
පකයො,['Gender']
පකයෝ,['Gender']
පකර්,['Gender']
පකරෙන්තු,['Gender']
පක්,['Gender']
පක්කු,['Gender']
පක්කුන්ට,['Gender']
පක්කො,['Gender']
පක්ෂ බල්ලා,['Politics']
පකීර්ද,['Gender']
පකෙක්,['Gender']
පකෙක්ගේ,['Gender']
පකෙක්ද,['Gender']
පකේ,['Gender']
පකො,['Gender']
පකෝ,['Gender']
පච,['Gender']
පජාත,['Gender']
පජාති,['Race']
පට්ට,['Gender']
පඩ,['Gender']
පඩත්තල,['Gender']
පඩයක්,['Gender']
පණහෙ,['Gender']
පත්තිනි,['Gender']
පදුරු,['Gender']
පන,['Gender']
පනුවො,['Gender']
පඳුරු,['Gender']
පඹයා,['Gender']
පයිය,['Gender']
පයියවල්,['Gender']
පයියා,['Gender']
පයියේ,['Gender']
පයියේය,['Gender']
පයියො,['Gender']
පර,"['Race', 'Gender']"
පරට්ට,['Gender']
පරපුටුවා,['Gender']
පරයගෙන්,['Gender']
පරයන්ට,['Gender']
පරයා,['Gender']
පරයෙක්,['Gender']
පරයො,['Gender']
පරයෝ,['Gender']
පල,['Gender']
පලකෝ,['Gender']
පලන්න,['Gender']
පලයන්,['Gender']
පලයන්කෝ,['Gender']
පලයව්,['Gender']
පලයව්කො,['Gender']
පල්,['Gender']
පල්ලෙන්,['Gender']
පවු,['Gender']
පස්ස,['Gender']
පහේ,['Gender']
පාකයෝ,['Gender']
පාක්කු,['Gender']
පාදඩ,['Gender']
පාරුවා,['Gender']
පාරෙරෙනවුන්,['Gender']
පාලුවෝ,['Gender']
පාහර,['Gender']
පාහරයන්ගෙ,['Gender']
පැත්ත,['Gender']
පැත්තෙ,['Gender']
පැත්තෙන්ද,['Gender']
පෑලියාව,['Gender']
පිං,['Gender']
පිත්තමා,['Gender']
පිම්පි,['Gender']
පිම්පිය,['Gender']
පිම්පියට,['Gender']
පිම්පියන්ටයි,['Gender']
පිෂ්ෂුඩ,['Gender']
පිස්සා,['Gender']
පිස්සු,['Disability']
පිස්සූන්,['Gender']
පුක,['Gender']
පුකක්නෙ,['Gender']
පුකටද,['Gender']
පුකත්,['Gender']
පුකදෙන,['Gender']
පුකයි,['Gender']
පුක්,['Gender']
පුක්මන්තලා,['Gender']
පුක්මන්තලාට,['Gender']
පුක්මන්තෙක්,['Gender']
පුකාදියත්,['Gender']
පුකෙන්ද,['Gender']
පුකෙනුත්,['Gender']
පුකේ,['Gender']
පුත්තලම්,['Gender']
පුත්තුන්ට,['Gender']
පුතා,['Gender']
පුතාල,['Gender']
පුතාලව,['Gender']
පුතාලා,['Gender']
පුතාලාද,['Gender']
පුතෙක්,['Gender']
පුතෝ,['Gender']
පුන්නක්කු,['Gender']
පුප,['Gender']
පුපට,['Gender']
පුපයි,['Gender']
පුස්,['Gender']
පෙට්ටි,['Gender']
පෙන්නන්න,['Gender']
පෙන්වීමෙන්,['Gender']
පො,['Gender']
පොඩි,['Age']
පොන,['Gender']
පොන්න,['Gender']
පොන්නකම,['Gender']
පොන්නකම්,['Gender']
පොන්නයන්ට,['Gender']
පොන්නයා,['Gender']
පොන්නයෙක්,['Gender']
පොන්නයෙක්ද,['Gender']
පොන්නයොත්,['Gender']
පොන්නයෝ,['Gender']
පොන්සියා,['Gender']
පොන්සියෝ,['Gender']
පොල්,['Gender']
පොලොවේ,['Gender']
පෞ,['Gender']
බඩ,['Gender']
බඩ්ඩක්,['Gender']
බඩු,['Gender']
බඩුකෙලි,['Gender']
බඩුව,['Gender']
බඩුවක්,['Gender']
බඩුවට,['Gender']
බඩුවම,['Gender']
බඩුවමයි,['Gender']
බතලයා,['Gender']
බබාහුකුං,['Age']
බයියත්,['Gender']
බයියන්ට,['Gender']
බයියෙක්,['Gender']
බයියෝ,['Gender']
බරක්,['Gender']
බරී,['Gender']
බලකාමී,['Politics']
බල්ලන්ගෙ,['Gender']
බල්ලන්ගේ,['Gender']
බල්ලන්ට,['Gender']
බල්ලව,['Gender']
බල්ලා,['Gender']
බල්ලියෝන්,['Gender']
බල්ලෙක්,['Gender']
බල්ලො,['Gender']
බල්ලොත්,['Gender']
බල්ලොද,['Gender']
බල්ලොන්ගේ,['Gender']
බල්ලෝ,['Gender']
බලු,['Gender']
බස්සොත්,['Gender']
බහෟකාපන්,['Gender']
බැල්ලි,['Gender']
බැල්ලිගෙ,['Gender']
බැල්ලිගේ,['Gender']
බැල්ලිට,['Gender']
බැල්ලියෙක්,['Gender']
බැල්ලියෝ,['Gender']
බිජ්ජ,['Gender']
බිජ්ජක්,['Gender']
බිජ්ජට,['Gender']
බිජ්ජව,['Gender']
බිජ්ජා,['Gender']
බිජ්ජෙක්,['Gender']
බිජ්ජො,['Gender']
බිජ්ජොන්ට,['Gender']
බිජ්ජොන්ව,['Gender']
බිජ්ජෝ,['Gender']
බිජ්ජෝයි,['Gender']
බිජු,['Gender']
බුරන්න,['Gender']
බුරැච්චි,['Gender']
බුරිත්,['Gender']
බුරු,['Gender']
බුරුත්ත,['Gender']
බුරුවෝ,['Gender']
බූදලේ,['Gender']
බූරු,['Gender']
බූරුවා,['Gender']
බූරුවෙකුද,['Gender']
බූරුවො,['Gender']
බූරුවෝ,['Gender']
බෙල්ල,['Gender']
බේරීම,['Gender']
බොරු,['Gender']
බොරුකාර,['Gender']
බෝම්බ,['Gender']
භල්ලො,['Gender']
භූත,['Gender']
මකබැවිලා,['Gender']
මකබෑවියං,['Gender']
මකබෑවිලාම,['Gender']
මකබෑවිලි,['Gender']
මකබෑවෙලා,['Gender']
මන්ත්‍රී හොර,['Politics']
මන්දබුද්ධිකයා,['Disability']
මයිලක්,['Gender']
මරන්න,['Gender']
මරයිනෙ,['Gender']
මරි,['Gender']
මරිමෝල්,['Gender']
මලඉලව්ව,['Gender']
මල්ට්ප්ල්ග්,['Gender']
මහපොලොවට,['Gender']
මානසික,['Gender']
මාර,['Gender']
මැටි,['Gender']
මැරිය,['Gender']
මැරියං,['Gender']
මැරියක්,['Gender']
මැරියන්,['Gender']
මැරියන්කෝ,['Gender']
මැරියව්,['Gender']
මැරිල,['Gender']
මැරිලා,['Gender']
මැරුනට,['Gender']
මැරෙන,['Gender']
මිනිහෝ,['Gender']
මිනීමරු,['Gender']
මී,['Gender']
මීහරකා,['Gender']
මීහරකෙක්,['Gender']
මුං,['Gender']
මුගෙ,['Gender']
මුට,['Gender']
මුන්,['Gender']
මුන්ගෙ,['Gender']
මුන්ට,['Gender']
මුසලයා,['Gender']
මුසලයෝ,['Gender']
මුස්පේන්තුවා,['Gender']
මුස්ලිම් කාරයා,['Religion']
මූ,['Gender']
මූකලන්,['Gender']
මූට,['Gender']
මූම,['Gender']
මූව,['Gender']
මූසල,['Gender']
මූසලයෙක්,['Gender']
මූසලයෝ,['Gender']
මූසලී,['Gender']
මූසලේ,['Gender']
මූසළයා,['Gender']
මූසිලයන්ගෙන්,['Gender']
මෙලෝ,['Gender']
මේකි,['Gender']
මේකිට,['Gender']
මොංගලයගේ,['Gender']
මොංගලයෝ,['Gender']
මොංගල්,['Gender']
මොංගල්ද,['Gender']
මොඩ,['Gender']
මොඩයා,['Gender']
මොන්ගල්ද,['Gender']
මොනෝත්තකටද,['Gender']
මොරාල්,['Gender']
මොලෙ,['Gender']
මෝඩ,['Disability']
මෝඩකම,['Disability']
මෝඩකමට,['Disability']
මෝඩයා,['Disability']
මෝඩයෙක්,['Disability']
මෝඩයෙකුට,['Disability']
යක්කු,['Gender']
යක්කුන්ට,['Gender']
යකා,['Gender']
යකෙක්නෙ,['Gender']
යකෝ,['Gender']
රටට,['Gender']
රහක්,['Gender']
රාලලා,['Gender']
රැලෙන්,['Gender']
රිලවා,['Gender']
රිලවො,['Gender']
රීගෙන,['Gender']
රෙද්ද,['Gender']
රෙද්දක්,['Gender']
රෙද්දම,['Gender']
රෙද්දෙ,['Gender']
රෙද්දෙන්,['Gender']
රෙදි,['Gender']
රෙන,['Gender']
රේඩියො,['Gender']
රොගියාට,['Gender']
රෝහලක,['Gender']
ලපයෝ,['Gender']
ලබ්බ,['Gender']
ලබ්බක්,['Gender']
ලබ්බක්ද,['Gender']
ලබ්බට,['Gender']
ලබ්බවල්,['Gender']
ලබ්බා,['Gender']
ලබ්බෙ,['Gender']
ලබ්බේ,['Gender']
ලැජ්ජ,['Gender']
ලූස්,['Gender']
ලෙඩ,['Gender']
ලෙව,['Gender']
ලෙවකන්න,['Gender']
ලෙවක්ස්නවනම්,['Gender']
ලේවකාල,['Gender']
ලොද,['Gender']
ලොන්ත,['Gender']
ලොම්බා,['Gender']
ලොල්ල,['Gender']
ලොල්ලෙක්,['Gender']
වට්,['Gender']
වත්,['Gender']
වනචර,['Gender']
වනචරයා,['Gender']
වඳ,['Gender']
වඳවෙයි,['Gender']
වඳුරන්,['Gender']
වරෙන්,['Gender']
වලපල්ලට,['Gender']
වල්,['Gender']
වල්කමේ,['Gender']
වල්ලකින්,['Gender']
වස,['Gender']
වසලයන්ට,['Gender']
වස්තු,['Gender']
වස්සා,['Gender']
වස්සෙක්,['Gender']
වහ,['Gender']
වහල්,['Gender']
වහලා,['Gender']
වාතයක්,['Gender']
වාහෙලට,['Gender']
වාහේ,['Gender']
වැඩ,['Gender']
වැලලියන්,['Gender']
වැලලෙන්න,['Gender']
වැලහින්න,['Gender']
වැස්සිකක්,['Gender']
වැහි,['Gender']
වැහිනැති,['Gender']
වෑල,['Gender']
විකාරකාරයො,['Gender']
විකෘති,['Gender']
විජ්ජා,['Gender']
විසේ,['Gender']
වෙඩි,['Gender']
වෙනව,['Gender']
වෙන්න,['Gender']
වෙයන්,['Gender']
වෙවා,['Gender']
වෙවුලන,['Gender']
වෙස,['Gender']
වෙස්සි,['Gender']
වෙසිගෙ,['Gender']
වෙසිගේ,['Gender']
වෙසී,['Gender']
වේ,['Gender']
වේවා,['Gender']
වේස,['Gender']
වේසකමේ,['Gender']
වේසාවා,['Gender']
වේසාවියක්,['Gender']
වේසි,['Gender']
වේසිගෙ,['Gender']
වේසිගෙපුත්තූ,['Gender']
වේසිගේ,['Gender']
වේසිඟේ,['Gender']
වේසියක්,['Gender']
වේසියන්ටයි,['Gender']
වේසියෙක්,['Gender']
වේසියෙකුට,['Gender']
වේසියේ,['Gender']
වේසියොත්,['Gender']
වේසියෝ,['Gender']
වේසී,['Gender']
සංසර්ජන්ගෙ,['Gender']
සක්කිලි,['Gender']
සක්කිලිට,['Gender']
සක්කිලිම,['Gender']
සක්කිලිය,['Gender']
සක්කිලියා,['Gender']
සක්කිලියො,['Gender']
සක්කිලියෝ,['Gender']
සත්තු,['Gender']
සම්පතක්,['Gender']
සරංගලයක්,['Gender']
සාප,['Gender']
සාපයක්,['Gender']
සාපයක්ම,['Gender']
සාපලත්,['Gender']
සාපේ,['Gender']
සිකේ,['Gender']
සිපයි,['Gender']
සිපයියොද,['Gender']
සිපයියෝ,['Gender']
සුද්දා,['National Origin']
සුනඛයින්,['Gender']
සුප්පපන්,['Gender']
සෙත්තපෝච්චි,['Gender']
සෙද්ද,['Gender']
සෙප්පඩ,['Gender']
සොත්ති,['Gender']
හත,['Gender']
හමනෙන්නඩම,['Gender']
හම්පඩයො,['Gender']
හම්බයො,['Gender']
හරක්,['Gender']
හරකා,['Gender']
හරකෙක්,['Gender']
හානව,['Gender']
හාල්,['Gender']
හාල්පාරුවෝ,['Gender']
හැත්ත,['Gender']
හැත්තක්,['Gender']
හැත්තට,['Gender']
හැතිකරයට,['Gender']
හැතිකරෙ,['Gender']
හැතිකරේ,['Gender']
හැතිකරේට,['Gender']
හැපින්නක,['Gender']
හැපින්නියත්,['Gender']
හැමණුනා,['Gender']
හැමනුනේ,['Gender']
හැමනෙන්නට,['Gender']
හැමිණියං,['Gender']
හැමිනුනත්,['Gender']
හැමිනෙනවද,['Gender']
හැමිනෙන්න,['Gender']
හැමිනෙන්නේ,['Gender']
හි,['Gender']
හිඟන,['Gender']
හිඟන්නා,['Gender']
හිඟන්නෙක්,['Gender']
හිටපන්කෝ,['Gender']
හිටපු,['Gender']
හිතාගනිං,['Gender']
හිපාටුවෙක්,['Gender']
හිවල්ලු,['Gender']
හිවලෙක්,['Gender']
හු,['Gender']
හුක,['Gender']
හුකන,['Gender']
හුකනව,['Gender']
හුකන්ඩ,['Gender']
හුකන්න,['Gender']
හුකන්නල,['Gender']
හුකන්නලාට,['Gender']
හුකන්නෝ,['Gender']
හුකනෝ,['Gender']
හුකපන්,['Gender']
හුකපි,['Gender']
හුකයි,['Gender']
හුකලා,['Gender']
හුකවනවා,['Gender']
හුකහන්,['Gender']
හුක්තෝ,['Gender']
හුකාන්,['Gender']
හුකාපන්,['Gender']
හුකෑස්,['Gender']
හුකේ,['Gender']
හුජ්ජ,['Gender']
හුටස්ලයි,['Gender']
හුටු,['Gender']
හුණු,['Gender']
හුත්ත,['Gender']
හුත්තකටම,['Gender']
හුත්තක්,['Gender']
හුත්තක්ද,['Gender']
හුත්තට,['Gender']
හුත්තල,['Gender']
හුත්තලා,['Gender']
හුත්තවල්,['Gender']
හුත්තවල්ම,['Gender']
හුත්ත්වල්,['Gender']
හුත්තා,['Gender']
හුත්ති,['Gender']
හුත්තික්කොලුකෙල්ලනේ,['Gender']
හුත්තිගෙ,['Gender']
හුත්තිගේ,['Gender']
හුත්තී,['Gender']
හුත්තෙක්,['Gender']
හුත්තෙන්,['Gender']
හුත්තො,['Gender']
හුත්තෝ,['Gender']
හූ,['Gender']
හූනු,['Gender']
හූනූ,['Gender']
හෙණ,['Gender']
හෙණගහන්න,['Gender']
හෙන,['Gender']
හෙනගහපන්,['Gender']
හෙනගහවා,['Gender']
හෙනම,['Gender']
හෙනයක්,['Gender']
හෙළුව,['Gender']
හොම්බ,['Disability']
හොර,['Gender']
හොරා,['Gender']
හොරාගෙ,['Gender']
හොරාට,['Gender']
හොරිකඩ,['Gender']
හොරු,['Gender']
හොරෙක්ට,['Gender']
හොල්මනක්,['Gender']
හෝතම්බුවා,['Gender']
කාබාසිනියා,[Other]
