post_id,text,label,target_type,stereotype,category,tokens,text_length,off_word_count,rationales,offensive_words
652849431067234304,බල්ලා + සෙල්ෆි = බලු සෙල්ෆි..,OFF,GRP,0.0,['Gender'],"['බල්ලා', '+', 'සෙල්ෆි', '=', 'බලු', 'සෙල්ෆි', '.', '.']",29,2,"['1', '0', '0', '0', '1', '0', '0', '0']","['බල්ලා', 'බලු']"
635374020834168832,යකෝ හුජ්ජ පාරක් නිදහසේවත් දාන්න තැනක් නෑනේ ෂිට් හැමතැනම CCTV කැමරා ෆක්  :3 — feeling crazy,OFF,GRP,0.0,['Gender'],"['යකෝ', 'හුජ්ජ', 'පාරක්', 'නිදහසේවත්', 'දාන්න', 'තැනක්', 'නෑනේ', 'ෂිට්', 'හැමතැනම', 'CCTV', 'කැමරා', 'ෆක්', ':', '3', '—', 'feeling', 'crazy']",90,4,"['1', '1', '0', '0', '1', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0']","['යකෝ', 'හුජ්ජ', 'දාන්න', 'ෆක්']"
1397071003851755522,@USER මම නෙවේ කැපුවෙ වස්තුවේ.. සැලොන් එකේ මෝඩ ගෑණි. ආයෙ වැවෙයි.,OFF,GRP,0.0,"['Disability', 'Gender']","['@USER', 'මම', 'නෙවේ', 'කැපුවෙ', 'වස්තුවේ', '.', '.', 'සැලොන්', 'එකේ', 'මෝඩ', 'ගෑණි', '.', 'ආයෙ', 'වැවෙයි', '.']",63,2,"['0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '1', '0', '0', '0', '0']","['මෝඩ', 'ගෑණි']"
957600071348080640,@USER  අහපං යකෝ  @USER  ගෙන් පෝට්ටුවට සහාය දක්වන ශ්‍රීලනිපයේ මන්ත්‍රීවරුන් එලවන්න ඔබතුමාට පිටකොන්දක් නැද්ද කියලා,OFF,GRP,0.0,['Gender'],"['@USER', 'අහපං', 'යකෝ', '@USER', 'ගෙන්', 'පෝට්ටුවට', 'සහාය', 'දක්වන', 'ශ්\u200dරීලනිපයේ', 'මන්ත්\u200dරීවරුන්', 'එලවන්න', 'ඔබතුමාට', 'පිටකොන්දක්', 'නැද්ද', 'කියලා']",112,1,"['0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']",['යකෝ']
1074044512606056448,වැඩ ඉවර වෙලා දැන් ගෙදර ආවේ. ආපු ගමන් අම්ම බදාගෙන උම්ම එකක් දීලා සුභ පැතුවා උපන්දිනේට.  ඊට පස්සේ හැරුන ගමන් දිව්වේ මුං.... අහ් නෑ නෑ #DecemberMeetUp නාරං කැවුම් බලන්න.   දැන් මේ ටෙස්ට් කරන ගමන් ප්‍රෙන්.  .21 AM,OFF,GRP,0.0,['Gender'],"['වැඩ', 'ඉවර', 'වෙලා', 'දැන්', 'ගෙදර', 'ආවේ', '.', 'ආපු', 'ගමන්', 'අම්ම', 'බදාගෙන', 'උම්ම', 'එකක්', 'දීලා', 'සුභ', 'පැතුවා', 'උපන්දිනේට', '.', 'ඊට', 'පස්සේ', 'හැරුන', 'ගමන්', 'දිව්වේ', 'මුං', '.', '.', '.', '.', 'අහ්', 'නෑ', 'නෑ', '#', 'DecemberMeetUp', 'නාරං', 'කැවුම්', 'බලන්න', '.', 'දැන්', 'මේ', 'ටෙස්ට්', 'කරන', 'ගමන්', 'ප්\u200dරෙන්', '.', '.', '21', 'AM']",209,2,"['1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['වැඩ', 'මුං']"
1182535679869444096,@USER සියළුම හිමිවරුන් එකම මතයක සිටිය යුතුය... බුදුරජාණන් වහන්සේගේ ධර්මය අනුව බෞද්ධ අපට මග පෙන්වීම කළ යුතුය.. බුද්ධධර්මය පචලිත කිරීම විනා දේශපාලන පක්ෂයක් හෝ විශේෂිත පුද්ගලයන් වෙනුවෙන් පෙනී නොසිටිය යුතුය... නොඒසේනම් ආනන්තරීය පාප කර්මයක් වන සංඝ භේදය උන්වහන්සේලා විසින්ම සිදු කරනවා ඇත..,NOT,,,[],"['@USER', 'සියළුම', 'හිමිවරුන්', 'එකම', 'මතයක', 'සිටිය', 'යුතුය', '.', '.', '.', 'බුදුරජාණන්', 'වහන්සේගේ', 'ධර්මය', 'අනුව', 'බෞද්ධ', 'අපට', 'මග', 'පෙන්වීම', 'කළ', 'යුතුය', '.', '.', 'බුද්ධධර්මය', 'පචලිත', 'කිරීම', 'විනා', 'දේශපාලන', 'පක්ෂයක්', 'හෝ', 'විශේෂිත', 'පුද්ගලයන්', 'වෙනුවෙන්', 'පෙනී', 'නොසිටිය', 'යුතුය', '.', '.', '.', 'නොඒසේනම්', 'ආනන්තරීය', 'පාප', 'කර්මයක්', 'වන', 'සංඝ', 'භේදය', 'උන්වහන්සේලා', 'විසින්ම', 'සිදු', 'කරනවා', 'ඇත', '.', '.']",283,0,"['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']",[]
1121716238923837441,@USER ග්‍රාමසේවක මහත්තයගෙ වැඩේ නෙහ්... එයා තාම හිතන් ඉන්නෙ එහෙමයි,NOT,,,[],"['@USER', 'ග්\u200dරාමසේවක', 'මහත්තයගෙ', 'වැඩේ', 'නෙහ්', '.', '.', '.', 'එයා', 'තාම', 'හිතන්', 'ඉන්නෙ', 'එහෙමයි']",65,0,"['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']",[]
962882690218311680,"යාපනේ A32,A9 , නාගදීපෙට යන පාර, පෙදුරු තුඩු පාර හෙම  හොඳ යි.අනික් එහෙ පාරවල් ගොඩක් සවුත්තු. අතුරුපාරවල් ගන්න දෙයක් නෑ.AB-21 වගේ පාරවලුත් පෙලක් තැන් පට්ට සවුත්තු. සිංගල මුනියා යාපන ටවුමට නාගදීපෙට ගිහින් ඇවිල්ල අහනො මොනා තා එහෙ කෙරෙන්නෙ ඕනි කියල ?",OFF,GRP,0.0,['Gender'],"['යාපනේ', 'A32', ',', 'A9', ',', 'නාගදීපෙට', 'යන', 'පාර', ',', 'පෙදුරු', 'තුඩු', 'පාර', 'හෙම', 'හොඳ', 'යි', '.', 'අනික්', 'එහෙ', 'පාරවල්', 'ගොඩක්', 'සවුත්තු', '.', 'අතුරුපාරවල්', 'ගන්න', 'දෙයක්', 'නෑ', '.', 'AB', '-', '21', 'වගේ', 'පාරවලුත්', 'පෙලක්', 'තැන්', 'පට්ට', 'සවුත්තු', '.', 'සිංගල', 'මුනියා', 'යාපන', 'ටවුමට', 'නාගදීපෙට', 'ගිහින්', 'ඇවිල්ල', 'අහනො', 'මොනා', 'තා', 'එහෙ', 'කෙරෙන්නෙ', 'ඕනි', 'කියල', '?']",245,2,"['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['ගන්න', 'පට්ට']"
853806755641311232,වෙන්නප්පු මෝය කටට 2ක් බිලි URL,OFF,GRP,0.0,['Gender'],"['වෙන්නප්පු', 'මෝය', 'කටට', '2ක්', 'බිලි', 'URL']",30,1,"['0', '0', '1', '0', '0', '0']",['කටට']
1233131457838665730,Come hangout with me > හේමන්තයි එයගේ ඝනිකව අනූයී  යක්ශනීවේසියි මගේ පක බලන් ඇගිල්ල ගහනවා on #BIGOLIVE URL,OFF,GRP,0.0,['Gender'],"['Come', 'hangout', 'with', 'me', '>', 'හේමන්තයි', 'එයගේ', 'ඝනිකව', 'අනූයී', 'යක්ශනීවේසියි', 'මගේ', 'පක', 'බලන්', 'ඇගිල්ල', 'ගහනවා', 'on', '#', 'BIGOLIVE', 'URL']",104,2,"['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '1', '0', '0', '0', '0']","['පක', 'ගහනවා']"
1158280123398930433,"*කාරුණික සිහිගැන්වීමකි*  හෙළයිනි,  අභූත ප්‍රභූත්වයක් ආරූඩ කරගත් දෙසිය විසිපහේ අජූත භූත රැල ඔබගෙ ගෙමිදුලට වද්දා ගැනීමෙන් වළකින්න!  කිසිදා නොපිපෙන කුණු පොහොට්ටු රොත්තද එක්සත් විජාතික පක්ෂයේ බෙලහීනයන්ද කාල් මාක්ස්ගේ අවජාතක මන්ද දරුවන් ටිකද  අන් සියළු දේශපාලුවන්ද මින් අදහස් වේ. #lka",OFF,GRP,0.0,['Gender'],"['*', 'කාරුණික', 'සිහිගැන්වීමකි', '*', 'හෙළයිනි', ',', 'අභූත', 'ප්\u200dරභූත්වයක්', 'ආරූඩ', 'කරගත්', 'දෙසිය', 'විසිපහේ', 'අජූත', 'භූත', 'රැල', 'ඔබගෙ', 'ගෙමිදුලට', 'වද්දා', 'ගැනීමෙන්', 'වළකින්න', '!', 'කිසිදා', 'නොපිපෙන', 'කුණු', 'පොහොට්ටු', 'රොත්තද', 'එක්සත්', 'විජාතික', 'පක්ෂයේ', 'බෙලහීනයන්ද', 'කාල්', 'මාක්ස්ගේ', 'අවජාතක', 'මන්ද', 'දරුවන්', 'ටිකද', 'අන්', 'සියළු', 'දේශපාලුවන්ද', 'මින්', 'අදහස්', 'වේ', '.', '#', 'lka']",279,4,"['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0']","['අජූත', 'භූත', 'අවජාතක', 'වේ']"
794980760394547203,මෙ රට කැලිවලට කැඩිලා අපි දෙවැනි තුන්වැනි පුරවැසියන් බවට පත්වුණෝත් ඉපදෙන දරුවන් අපිට සාප කරාවි. එ නිසා අපි... URL,OFF,GRP,0.0,['Gender'],"['මෙ', 'රට', 'කැලිවලට', 'කැඩිලා', 'අපි', 'දෙවැනි', 'තුන්වැනි', 'පුරවැසියන්', 'බවට', 'පත්වුණෝත්', 'ඉපදෙන', 'දරුවන්', 'අපිට', 'සාප', 'කරාවි', '.', 'එ', 'නිසා', 'අපි', '.', '.', '.', 'URL']",112,1,"['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0']",['සාප']
